timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1710145596076,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,3,0,1
1710145596130,2,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-6839,2,0,0
1710145596132,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,121,0
1710145596191,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145596254,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6840,2,0,0
1710145596256,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,503,422,1,1,null,0,59,0
1710145596256,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,249,1,1,http://localhost:8080/api/make-order,2,0,0
1710145596317,1,/find,200,,sendOrders 1-1,text,true,,248,173,1,1,http://localhost:8080/api/data-base/find-6841,1,0,0
1710145596319,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,121,0
1710145596379,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145596441,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6842,2,0,0
1710145596443,5,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,60,0
1710145596503,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145596505,3,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6843,3,0,0
1710145596577,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,51,0
1710145596577,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145596630,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6844,2,0,0
1710145596632,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,121,0
1710145596693,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145596755,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6845,2,0,0
1710145596757,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,58,0
1710145596758,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,1,0,0
1710145596816,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6846,2,0,0
1710145596818,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,121,0
1710145596878,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145596939,2,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-6847,2,0,0
1710145596942,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,119,0
1710145597003,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145597062,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6848,2,0,0
1710145597120,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,52,0
1710145597120,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145597173,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6849,2,0,0
1710145597175,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,120,0
1710145597235,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145597296,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6850,1,0,0
1710145597298,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,62,0
1710145597359,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145597361,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6851,2,0,0
1710145597364,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,119,0
1710145597421,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145597483,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6852,1,0,0
1710145597485,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,122,0
1710145597546,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145597609,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6853,2,0,0
1710145597622,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,64,0
1710145597622,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145597686,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6854,1,0,0
1710145597688,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,60,0
1710145597748,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145597750,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6855,2,0,0
1710145597753,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,120,0
1710145597811,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,1,0,0
1710145597873,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6856,1,0,0
1710145597875,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,120,0
1710145597935,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145597997,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6857,2,0,0
1710145598000,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,60,0
1710145598000,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145598060,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6858,1,0,0
1710145598143,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,57,0
1710145598143,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145598202,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6859,2,0,0
1710145598204,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,59,0
1710145598205,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145598264,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6860,2,0,0
1710145598266,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,122,0
1710145598326,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145598389,3,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6861,3,0,0
1710145598392,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,60,0
1710145598451,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145598453,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6862,2,0,0
1710145598455,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,121,0
1710145598513,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145598577,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6863,2,0,0
1710145598640,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,59,0
1710145598640,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145598700,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6864,2,0,0
1710145598702,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,59,0
1710145598702,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145598763,2,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-6865,2,0,0
1710145598765,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,120,0
1710145598824,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,2,0,0
1710145598887,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6866,2,0,0
1710145598889,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,422,1,1,null,0,61,0
1710145598949,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,249,1,1,http://localhost:8080/api/make-order,1,0,0
1710145598951,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6867,2,0,0
1710145598953,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,120,0
1710145599011,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145599075,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6868,2,0,0
1710145599187,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,1,0
1710145599187,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145599190,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6869,1,0,0
1710145599191,5,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,57,0
1710145599248,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,3,0,0
1710145599251,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6870,2,0,0
1710145599254,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,119,0
1710145599312,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145599374,1,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6871,1,0,0
1710145599375,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,124,0
1710145599437,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145599499,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6872,1,0,0
1710145599501,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,59,0
1710145599501,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145599561,2,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-6873,2,0,0
1710145599656,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,1,0
1710145599656,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145599658,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6874,1,0,0
1710145599660,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,118,0
1710145599717,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145599779,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6875,2,0,0
1710145599781,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,119,0
1710145599841,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,2,0,0
1710145599902,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6876,2,0,0
1710145599904,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,58,0
1710145599905,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145599963,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6877,2,0,0
1710145599965,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,121,0
1710145600025,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145600088,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6878,2,0,0
1710145600177,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,0,0
1710145600177,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145600178,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6879,2,0,0
1710145600180,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,113,0
1710145600231,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145600293,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6880,1,0,0
1710145600295,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,62,0
1710145600356,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145600358,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6881,1,0,0
1710145600360,5,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,117,0
1710145600418,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,3,0,0
1710145600480,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6882,2,0,0
1710145600482,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,121,0
1710145600542,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145600604,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6883,2,0,0
1710145600677,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,1,0
1710145600677,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145600678,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6884,1,0,0
1710145600680,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,126,0
1710145600744,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145600808,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6885,2,0,0
1710145600810,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,60,0
1710145600810,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,2,0,0
1710145600872,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6886,2,0,0
1710145600874,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,122,0
1710145600935,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145600998,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6887,2,0,0
1710145601000,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,347,423,1,1,null,0,59,0
1710145601000,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145601061,2,/find,200,,sendOrders 1-1,,true,,92,173,1,1,http://localhost:8080/api/data-base/find-6888,2,0,0
1710145601063,6,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,122,2
1710145601125,4,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,4,0,2
1710145601189,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6889,2,0,0
1710145601191,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,61,0
1710145601251,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145601253,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6890,2,0,0
1710145601255,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,120,0
1710145601312,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145601376,1,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-6891,1,0,0
1710145601378,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,122,0
1710145601437,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145601501,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6892,2,0,0
1710145601504,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,503,422,1,1,null,0,60,0
1710145601504,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,249,1,1,http://localhost:8080/api/make-order,1,0,0
1710145601565,1,/find,200,,sendOrders 1-1,text,true,,248,173,1,1,http://localhost:8080/api/data-base/find-6893,1,0,0
1710145601566,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,122,0
1710145601626,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145601689,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6894,1,0,0
1710145601690,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,63,0
1710145601751,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145601753,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-6895,1,0,0
1710145601755,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,119,0
1710145601813,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,2,0,0
1710145601876,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6896,2,0,0
1710145601878,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,125,0
1710145601940,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145602004,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-6897,2,0,0
1710145602006,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,121,0
1710145602067,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145602128,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6898,2,0,0
1710145602178,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,59,0
1710145602178,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145602239,2,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-6899,2,0,0
1710145602241,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,61,0
1710145602302,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145602304,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6900,1,0,0
1710145602306,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,120,0
1710145602363,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145602427,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6901,2,0,0
1710145602429,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,124,0
1710145602491,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145602554,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6902,1,0,0
1710145602555,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,61,0
1710145602555,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145602617,1,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6903,1,0,0
1710145602665,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,61,0
1710145602665,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145602727,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6904,1,0,0
1710145602729,5,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,123,0
1710145602791,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145602854,3,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6905,3,0,0
1710145602857,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,56,0
1710145602857,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,1,0,0
1710145602914,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6906,2,0,0
1710145602916,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,121,0
1710145602976,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145603039,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6907,2,0,0
1710145603042,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,61,0
1710145603103,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145603105,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-6908,1,0,0
1710145603190,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,53,0
1710145603190,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145603244,1,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-6909,1,0,0
1710145603245,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,61,0
